ลำดับ,อ้างอิงภายใน,ชื่อ,Sales Price,ปริมาณในมือ,กล่องขาออก,ปริมาณพยากรณ์,หน่วยวัด,Activity Exception Decoration
1,#FNM1131,5ยอดอัจฉริยะ - ปกแข็ง,395,0,0,0,เล่ม,
1,CD025,"6 TB EXT HDD 3.5'' SEAGATE BACKUP PLUS HUB  (BLACK, STEL6000300)",0,0,0,0,ตัว,
19,#FSB0019,6 ศูนย์ศึกษาการพัฒนาต้นแบบ เรียนรู้ศาสตร์พระราชาอย่างยั่งยืน,300,0,0,0,เล่ม,
12,CA0127,6.)  แอมโมเนียมซัลเฟต 450 กรัม,0,0,0,0,ชุด,
0,#FDD0201,60 Tips จำคิด พิชิตเรียนเก่ง,150,0,0,0,เล่ม,
20,#FSB0020,609 BEDTIME STORY,300,0,0,0,เล่ม,
334,#FNM0329,61 คำถาม สแกนนิสัย (ที่ไม่มีใครบอกคุณ),195,0,0,0,เล่ม,
311,#FNM0306,61 ท่าบริหารมหัศจรรย์ ต้าน 50 โรคร้าย,235,0,0,0,เล่ม,
1,#FNM1147,65 คำถามที่เด็กผู้ชายสนใจ,155,0,0,0,เล่ม,
336,#FNM0331,66 วิธีลับคมสมอง,195,0,0,0,เล่ม,
1,#FNM1265,6T แฟนตาซีผ่าโลกอนาคต เล่ม 1ยูโรพิชิตเกาะอวกาศ,148,0,0,0,เล่ม,
1,#FNM1303,6T แฟนตาซีผ่าโลกอนาคต เล่ม 2ทลายเมืองมนุษย์กลายพันธุ์,148,0,0,0,เล่ม,
1,#FNM1270,6T แฟนตาซีผ่าโลกอนาคต เล่ม 3ไขปริศนาหอคอยแห่งความลับ,148,0,0,0,เล่ม,
1,#FNM1275,6T แฟนตาซีผ่าโลกอนาคต เล่ม 4เจาะรหัสหุ่นยนต์ปีศาจ,148,0,0,0,เล่ม,
1,#FNM1254,6T แฟนตาซีผ่าโลกอนาคต เล่ม 5บุกถ้ำลับบนดวงจันทร์,148,0,0,0,เล่ม,
13,#FSD0013,7 วิถีสู่ความร่ำรวย,170,0,0,0,เล่ม,
1,#FTQ0015,7 เมือง เรื่องเยอะ,329,0,0,0,เล่ม,
0,#FSV0802,7 แพะน้อยกับหมาป่า,20,0,0,0,เล่ม,
17,CA0340,7.)  คอปเปอร์(2) ซัลเฟต (จุนสี) 450 กรัม,0,0,0,0,ชุด,
1,#FNM0843,70 ความรู้ กินอยู่ให้ถูกวิธี : Super Zapp ชุด Health Plus,49,0,0,0,เล่ม,
1,#FNM1132,70 ความรู้ครอบจักรวาลชวนฮาก๊าก,175,0,0,0,เล่ม,
1,#FTQ0016,70 ปีรักแท้ในหลวง,229,0,0,0,เล่ม,
11,#FCH0011,716 สำนวนไทย,35,0,0,0,เล่ม,
1,#FNM0780,78 ตารางวา (ปกใหม่): ชุด รางวัลแว่นแก้ว ครั้งที่ 6 ปี 2552,145,0,0,0,เล่ม,
14,CA0212,8.)  พิมเสน 25 กรัม,0,0,0,0,ชุด,
1,#FNM1360,80 คำถามช่วยให้เรียนดี,168,0,0,0,เล่ม,
6,#FNM0006,80 ท่าฮิตฟิตใน 30 วินาที,195,0,0,0,เล่ม,
14,#FSD0014,80 ปี ของสังคมไทย ภายใต้พระบารมีคุ้มเกล้า พิมพ์ 2,100,0,0,0,เล่ม,
446,#FNM0443,89 วิธี เปลี่ยนมือสมัครเล่นให้เป็นมืออาชีพ,185,0,0,0,เล่ม,
1,AA095,9 inch Geometric Board,0,0,0,0,ชุด,
15,#FSD0015,9 คาถามหาเศรษฐี,195,0,0,0,เล่ม,
16,CA0307,9.)  แคลเซียมไฮดรอกไซด์ 250 กรัม,0,0,0,0,ชุด,
1,#FEQ0014,99 คำถามเด็ด พิชิตคะแนนวิทยาศาสตร์ ระบบนิเวศ,179,0,0,0,เล่ม,
1,#FEQ0015,99 คำถามเด็ด พิชิตคะแนนวิทยาศาสตร์ ร่างกายของเรา,179,0,0,0,เล่ม,
1,#FEQ0018,99 คำถามเด็ด อัพเกรด ของแข็ง ของเหลว ก๊าซ,189,0,0,0,เล่ม,
1,#FEQ0019,99 คำถามเด็ด อัพเกรด พลังงานและการอนุรักษ์ ตอน ฝ่าวิกฤตเกาะร้างกับ,189,0,0,0,เล่ม,
1,#FEQ0020,99 คำถามเด็ด อัพเกรด พืช,169,0,0,0,เล่ม,
1,#FEQ0021,99 คำถามเด็ด อัพเกรด สัตว์,169,0,0,0,เล่ม,
1,#FEQ0016,99 คำถามเด็ด อัพเกรด แรงและการเคลื่อนที่ ตอน ศึกมหกรรมกีฬา อี.คิว.โอลิมปิก,189,0,0,0,เล่ม,
1,#FEQ0017,99 คำถามเด็ด อัพเกรด แสง เสียง ความร้อน ตอน เดินร่อนท่องงานเทศกาลประจำปี อี.คิ.พลัส,189,0,0,0,เล่ม,
1,#FTQ0018,A+ Leadership : เคล็ดลับในการปกครอง,699,0,0,0,เล่ม,
1,#FTQ0019,A+Working Attitude : ทัศนคติกำหนดทุกสิ่ง,699,0,0,0,เล่ม,
1,AD026,A-Math พลาสติก รุ่นประถม,1326,0,0,0,ชุด,
1,AD027,A-Math พลาสติก รุ่นมัธยม - ทั่วไป,1395,0,0,0,ชุด,
0,#FDD0260,A-Z และศัพท์จำง่าย (3-6 ปี),85,0,0,0,เล่ม,
1,IA069,A/P TSE,0,0,0,0,งาน,
1,,AA576,0,0,0,0,ห่อ,
1,#FTQ0020,ABC คำศัพท์ภาษาอังกฤษทะลุจอ,225,0,0,0,เล่ม,
12,#FSV0017,ABC เรียนเร็ว,18,0,0,0,เล่ม,
23,#FSB0023,ABC แสนสนุก เรียนภาษาอังกฤษง่ายนิดเดียว,60,0,0,0,เล่ม,
1,#WT024-1,ABC แสนสนุกแบบหมุนได้ 28 ชิ้น,2100,5,3,12,ชุด,
1,HA098,AC ADAPTER,0,0,0,0,ชุด,
1,IA073,ADMISSION FEE,0,0,0,0,งาน,
33,#FSB0033,AF อาร์ทิมิส ฟาวล์ เล่ม 1,250,0,0,0,เล่ม,
34,#FSB0034,AF อาร์ทิมิส ฟาวล์ เล่ม 2,250,0,0,0,เล่ม,
35,#FSB0035,AF อาร์ทิมิส ฟาวล์ เล่ม 3,250,0,0,0,เล่ม,
36,#FSB0036,AF อาร์ทิมิส ฟาวล์ เล่ม 4,250,0,0,0,เล่ม,
37,#FSB0037,AF อาร์ทิมิส ฟาวล์ เล่ม 5,250,0,0,0,เล่ม,
38,#FSB0038,AF อาร์ทิมิส ฟาวล์ เล่ม 6,300,0,0,0,เล่ม,
39,#FSB0039,AF อาร์ทิมิส ฟาวล์ เล่ม 7,230,0,0,0,เล่ม,
40,#FSB0040,AF อาร์ทิมิส ฟาวล์ เล่ม 8 (ล่มจบ),220,0,0,0,เล่ม,
1,IA044,AGENT FEE,0,0,0,0,งาน,
1,IA068,AIR FREIGHT,0,0,0,0,งาน,
41,#FSB0041,ALARMERY Box set ALARMERY,800,0,0,0,ชุด,
42,#FSB0042,ALARMERY ทะเลทรายมรณะ,180,0,0,0,เล่ม,
43,#FSB0043,ALARMERY ป่าอมฤต,200,0,0,0,เล่ม,
44,#FSB0044,ALARMERY วิหารมนตรา,240,0,0,0,เล่ม,
1,IA076,AMENDMENT CHARGE,0,0,0,0,งาน,
1,IA037,AMS/ACI,0,0,0,0,งาน,
1,IA024,AWB charge,0,0,0,0,งาน,
1,IA072,AXP DECLARATION,0,0,0,0,งาน,
24,#FSB0024,Absolute Zero คู่ป่วนสืบสยอง เล่ม 2 ศพซ่อนกระบี่,210,0,0,0,เล่ม,
25,#FSB0025,Absolute Zero สืบสยอง เล่ม 1 ศพนางฟ้า,220,0,0,0,เล่ม,
26,#FSB0026,Absolute Zero สืบสยอง เล่ม 3 ศพคืนชีพ,250,0,0,0,เล่ม,
27,#FSB0027,Absolute Zero สืบสยอง เล่ม 4 : ศพพิพากษา,230,0,0,0,เล่ม,
28,#FSB0028,Absolute Zero สืบสยอง เล่ม 5 : ศพคุณไสย,230,0,0,0,เล่ม,
29,#FSB0029,Absolute Zero สืบสยอง เล่ม 6 ศพนำทาง(จบภาค 1),200,0,0,0,เล่ม,
3,#FSB0030,Abyss Rider ดิ่งมฤตยูใต้นที เล่ม 1 ซิกฟรีด,240,0,0,0,เล่ม,
4,#FSB0031,Abyss Rider ดิ่งมฤตยูใต้นที เล่ม 2 ออคตาเวีย,280,0,0,0,เล่ม,
5,#FSB0032,Abyss Rider ดิ่งมฤตยูใต้นที เล่ม 3 อาร์เธอร์,260,0,0,0,เล่ม,
1,#FTQ0021,Accidential Manager :ผู้จัดการป้ายแดง,699,0,0,0,เล่ม,
1,#FNM1519,Action  English,135,0,0,0,เล่ม,
1,HA151,Activate / Reload ,0,0,0,0,ชุด,
1,IA033,Admission Fee For Vehicle,0,0,0,0,งาน,
1,CD113,Adobe Acrobat Pro DC,0,0,0,0,อัน,
1,#FID0530,Advance Science ม.ต้น เข้มข้น เนื้อหา+ข้อสอบ มั่นใจเต็ม 100 ฉ.ปรับปรุง,450,0,0,0,เล่ม,
1,IA026,Airport transfer,0,0,0,0,งาน,
1,AA497,All About Me Feelings Activity Set,1500,7,0,7,ชุด,
1,EA115,All Purpose wooden chair,0,0,0,15,ชุด,
1,#FSB2337,Alpha Crisis! #บริการจัดหาอัลฟ่าอันดับหนึ่ง	,360,0,0,0,เล่ม,
399,#FNM0394,Alternative Parenting เลี้ยงลูกทางเลือก,315,0,0,0,เล่ม,
1,2DKA00441,Alto saxophone (อัลโตแซ็กโซโฟน) ซ่อมเปลี่ยนนวมปรับจูน,0,0,0,0,เครื่อง,
1,#FSB2143,Always be with you ความลับของผู้ชายแห่งดวงดาว,390,0,0,0,เล่ม,
1,#FID0424,Animal ALPHABET,95,0,0,0,เล่ม,
1,#FJS0294,Animal all Around สัตว์โลกรอบตัว,120,0,0,0,เล่ม,
1,AA619,Animals Animals สัตว์ป่าน่ารัก,316,15,0,15,ชุด,
1,#AF038,Animals Stencils x 6pcs,0,100,0,100,ชุด,
1,AA621,Animals and Their Babies สัตว์ป่าและลูกน้อยน่ารัก,316,15,0,15,ชุด,
1,#FEQ0022,Animation Book + DVD ลาฟลอร่า ตอนที่ 1,199,0,0,0,เล่ม,
1,#FEQ0023,Animation Book + DVD ลาฟลอร่า ตอนที่ 10,199,0,0,0,เล่ม,
1,#FEQ0024,Animation Book + DVD ลาฟลอร่า ตอนที่ 11,199,0,0,0,เล่ม,
1,#FEQ0025,Animation Book + DVD ลาฟลอร่า ตอนที่ 12,199,0,0,0,เล่ม,
1,#FEQ0026,Animation Book + DVD ลาฟลอร่า ตอนที่ 2,199,0,0,0,เล่ม,
1,#FEQ0027,Animation Book + DVD ลาฟลอร่า ตอนที่ 3 วันวุ่นๆ ของเหมยฮัวกับมังกรโคโมโดแห่งอินโดนิเซีย   ,199,0,0,0,เล่ม,
1,#FEQ0028,Animation Book + DVD ลาฟลอร่า ตอนที่ 4 นาซิสซ่ากับงานวิวาห์เจ้าสาวเมียนมา  ,199,0,0,0,เล่ม,
1,#FEQ0029,Animation Book + DVD ลาฟลอร่า ตอนที่ 5 โรซารี่ผจญภัยและลิงจมูกยาวแห่งบรูไน ,199,0,0,0,เล่ม,
1,#FEQ0030,Animation Book + DVD ลาฟลอร่า ตอนที่ 6 ตู้โชว์ของทิวากับรอยยิ้มเมืองสยาม,199,0,0,0,เล่ม,
1,#FEQ0031,Animation Book + DVD ลาฟลอร่า ตอนที่ 7 วันอับโชคของทิวาและเหล่าสัตว์ป่าฟิลิปปินส์,199,0,0,0,เล่ม,
1,#FEQ0032,Animation Book + DVD ลาฟลอร่า ตอนที่ 8 ก๊วนเจ้าหญิงลาฟลอร่าผจญเมอร์ไลออนยักษ์จากสิงคโปร,199,0,0,0,เล่ม,
1,#FEQ0033,Animation Book + DVD ลาฟลอร่า ตอนที่ 9 ,199,0,0,0,เล่ม,
1,#FSB2302,Apple Cider M. #เพียงกลิ่น เล่ม 1-เล่ม 2 (จบ),760,0,0,0,เล่ม,
1,E-COM08,Apple In-Ear Headphones,79,0,0,0,ห่อ,
1,E-COM10,Apple Wireless Keyboard,47,0,0,0,ห่อ,
1,CD089,Aspire TC 1660 1014G1TOMi/T002 (CPU),35108,0,0,0,เครื่อง,
1,#FID0513,AutoCAD 2022 Professionnal Guide,450,0,0,0,เล่ม,
1,AG037,Avatar อะไหล่กลอง Kick,8140,0,0,0,ชุด,
1,AG036,Avatar แผ่นกลองไฟฟ้า รุ่น PD-705,19744,0,0,0,ชุด,
1,IA051,B/L fee,0,0,0,0,งาน,
1,HA099,BATTERY BACK UP สำหรับข้อมูลโปรแกรม PLC ,0,0,0,0,ชุด,
1,#FTQ0022,BEDROOM,395,0,0,0,เล่ม,
7,#FNM0007,BEST IT UP! คนMEดี,185,0,0,0,เล่ม,
1,#FPL1049,BIRD นก (ปกอ่อน),125,0,0,0,เล่ม,
1,AA272,BOAT ENGINEER ตัวต่อวิศวกรน้อย เรือ,3250,0,0,0,ชุด,
49,#FSB0049,BOX SET Baria's Mission ปริศนามารีโลนี่,700,0,0,0,ชุด,
64,#FSB0064,BOXSET The Dragon's Heart ผลึกใจมังกร,500,0,0,0,ชุด,
77,#FSB0077,BOXSET หัวขโมยแห่งบารามอส,1500,0,0,0,ชุด,
0,#FDD0224,BRA SIZE รู้ใจผู้หญิง,145,0,0,0,เล่ม,
1,IA054,BUNKER ADJUSTMENT FACTOR (USD),0,0,0,0,งาน,
45,#FSB0045,Bad Guy [My Boss] เจ้านาย ร้ายรัก,430,0,0,0,เล่ม,
1,HA083,Batery 7.5Ah 12V ยี่ห้อ OD,0,0,0,0,ก้อน,
1,CD115,Battery 9.0Ah 12V CKT,0,0,0,0,ชุด,
1,#FSB0046,Beauty and the beast ดวงแก้วมายา,150,0,0,0,เล่ม,
1,#FJS0382,Beginning Sound 1 : Noun,270,0,0,0,เล่ม,
